#,Date-Time (CEST),Ch: 1 - Temperature   (°C),Host Connected,Water Detect,End of File
100,06/14/2023 04:30:00,14.144,,,
101,06/14/2023 04:40:00,14.111,,,
102,06/14/2023 04:50:00,14.090,,,
103,06/14/2023 05:00:00,14.090,,,
104,06/14/2023 05:10:00,13.951,,,
105,06/14/2023 05:20:00,13.940,,,
106,06/14/2023 05:30:00,13.940,,,
107,06/14/2023 05:40:00,13.940,,,
108,06/14/2023 05:50:00,13.972,,,
109,06/14/2023 06:00:00,13.972,,,
110,06/14/2023 06:10:00,13.993,,,
111,06/14/2023 06:20:00,14.026,,,
112,06/14/2023 06:30:00,14.069,,,
113,06/14/2023 06:40:00,14.101,,,
114,06/14/2023 06:50:00,14.069,,,
115,06/14/2023 07:00:00,13.972,,,
116,06/14/2023 07:10:00,13.918,,,
117,06/14/2023 07:20:00,13.758,,,
118,06/14/2023 07:30:00,13.640,,,
119,06/14/2023 07:40:00,13.597,,,
120,06/14/2023 07:50:00,13.629,,,
121,06/14/2023 08:00:00,13.629,,,
122,06/14/2023 08:10:00,13.704,,,
123,06/14/2023 08:20:00,13.736,,,
124,06/14/2023 08:30:00,13.758,,,
125,06/14/2023 08:40:00,13.811,,,
126,06/14/2023 08:50:00,13.843,,,
127,06/14/2023 09:00:00,13.865,,,
128,06/14/2023 09:10:00,13.865,,,
129,06/14/2023 09:20:00,13.897,,,
130,06/14/2023 09:30:00,14.026,,,
131,06/14/2023 09:40:00,14.036,,,
132,06/14/2023 09:50:00,14.197,,,
133,06/14/2023 10:00:00,14.262,,,
134,06/14/2023 10:10:00,14.305,,,
135,06/14/2023 10:20:00,14.380,,,
136,06/14/2023 10:30:00,14.519,,,
137,06/14/2023 10:40:00,14.519,,,
138,06/14/2023 10:50:00,14.530,,,
139,06/14/2023 11:00:00,14.594,,,
140,06/14/2023 11:10:00,14.530,,,
141,06/14/2023 11:20:00,14.658,,,
142,06/14/2023 11:30:00,14.819,,,
143,06/14/2023 11:40:00,15.045,,,
144,06/14/2023 11:50:00,15.109,,,
145,06/14/2023 12:00:00,15.055,,,
146,06/14/2023 12:10:00,15.087,,,
147,06/14/2023 12:20:00,15.055,,,
148,06/14/2023 12:30:00,14.948,,,
149,06/14/2023 12:40:00,14.755,,,
150,06/14/2023 12:50:00,14.658,,,
151,06/14/2023 13:00:00,14.101,,,
152,06/14/2023 13:10:00,13.758,,,
153,06/14/2023 13:20:00,13.457,,,
154,06/14/2023 13:30:00,12.889,,,
155,06/14/2023 13:40:00,12.621,,,
156,06/14/2023 13:50:00,12.481,,,
157,06/14/2023 14:00:00,12.256,,,
158,06/14/2023 14:10:00,12.192,,,
159,06/14/2023 14:20:00,12.127,,,
160,06/14/2023 14:30:00,12.084,,,
161,06/14/2023 14:40:00,12.042,,,
162,06/14/2023 14:50:00,12.052,,,
163,06/14/2023 15:00:00,12.192,,,
164,06/14/2023 15:10:00,12.245,,,
165,06/14/2023 15:20:00,12.342,,,
166,06/14/2023 15:30:00,12.449,,,
167,06/14/2023 15:40:00,12.417,,,
168,06/14/2023 15:50:00,12.428,,,
169,06/14/2023 16:00:00,12.406,,,
170,06/14/2023 16:10:00,12.417,,,
171,06/14/2023 16:20:00,12.567,,,
172,06/14/2023 16:30:00,12.674,,,
173,06/14/2023 16:31:28,,,Out,
174,06/14/2023 16:32:13,,,In,
175,06/14/2023 16:40:00,12.749,,,
176,06/14/2023 16:50:00,12.760,,,
177,06/14/2023 17:00:00,12.814,,,
178,06/14/2023 17:10:00,13.640,,,
179,06/14/2023 17:20:00,14.015,,,
180,06/14/2023 17:30:00,14.154,,,
181,06/14/2023 17:40:00,14.240,,,
182,06/14/2023 17:50:00,14.337,,,
183,06/14/2023 18:00:00,14.455,,,
184,06/14/2023 18:10:00,14.562,,,
185,06/14/2023 18:20:00,14.701,,,
186,06/14/2023 18:30:00,14.830,,,
187,06/14/2023 18:40:00,14.873,,,
188,06/14/2023 18:50:00,15.152,,,
189,06/14/2023 19:00:00,15.280,,,
190,06/14/2023 19:10:00,15.313,,,
191,06/14/2023 19:20:00,15.238,,,
192,06/14/2023 19:30:00,15.087,,,
193,06/14/2023 19:40:00,15.002,,,
194,06/14/2023 19:50:00,15.002,,,
195,06/14/2023 20:00:00,15.045,,,
196,06/14/2023 20:10:00,15.066,,,
197,06/14/2023 20:20:00,15.002,,,
198,06/14/2023 20:30:00,14.884,,,
199,06/14/2023 20:40:00,14.809,,,
200,06/14/2023 20:50:00,14.701,,,
201,06/14/2023 21:00:00,14.648,,,
202,06/14/2023 21:10:00,14.626,,,
203,06/14/2023 21:20:00,14.605,,,
204,06/14/2023 21:30:00,14.637,,,
205,06/14/2023 21:40:00,14.648,,,
206,06/14/2023 21:50:00,14.691,,,
207,06/14/2023 22:00:00,14.723,,,
208,06/14/2023 22:10:00,14.734,,,
209,06/14/2023 22:20:00,14.691,,,
210,06/14/2023 22:30:00,14.648,,,
211,06/14/2023 22:40:00,14.637,,,
212,06/14/2023 22:50:00,14.583,,,
213,06/14/2023 23:00:00,14.540,,,
214,06/14/2023 23:10:00,14.487,,,
215,06/14/2023 23:20:00,14.422,,,
216,06/14/2023 23:30:00,14.433,,,
217,06/14/2023 23:40:00,14.508,,,
218,06/14/2023 23:50:00,14.530,,,
219,06/15/2023 00:00:00,14.498,,,
220,06/15/2023 00:10:00,14.433,,,
221,06/15/2023 00:20:00,14.337,,,
222,06/15/2023 00:30:00,14.337,,,
223,06/15/2023 00:40:00,14.326,,,
224,06/15/2023 00:50:00,14.337,,,
225,06/15/2023 01:00:00,14.380,,,
226,06/15/2023 01:10:00,14.380,,,
227,06/15/2023 01:20:00,14.358,,,
228,06/15/2023 01:30:00,14.369,,,
229,06/15/2023 01:40:00,14.358,,,
230,06/15/2023 01:50:00,14.380,,,
231,06/15/2023 02:00:00,14.380,,,
232,06/15/2023 02:10:00,14.347,,,
233,06/15/2023 02:20:00,14.358,,,
234,06/15/2023 02:30:00,14.337,,,
235,06/15/2023 02:40:00,14.294,,,
236,06/15/2023 02:50:00,14.272,,,
237,06/15/2023 03:00:00,14.272,,,
238,06/15/2023 03:10:00,14.283,,,
239,06/15/2023 03:20:00,14.283,,,
240,06/15/2023 03:30:00,14.294,,,
241,06/15/2023 03:40:00,14.262,,,
242,06/15/2023 03:50:00,14.240,,,
243,06/15/2023 04:00:00,14.240,,,
244,06/15/2023 04:10:00,14.197,,,
245,06/15/2023 04:20:00,14.197,,,
246,06/15/2023 04:30:00,14.176,,,
247,06/15/2023 04:40:00,14.154,,,
248,06/15/2023 04:50:00,14.154,,,
249,06/15/2023 05:00:00,14.122,,,
250,06/15/2023 05:10:00,14.133,,,
251,06/15/2023 05:20:00,14.122,,,
252,06/15/2023 05:30:00,14.165,,,
253,06/15/2023 05:40:00,14.176,,,
254,06/15/2023 05:50:00,14.154,,,
255,06/15/2023 06:00:00,14.154,,,
256,06/15/2023 06:10:00,14.111,,,
257,06/15/2023 06:20:00,14.090,,,
258,06/15/2023 06:30:00,14.090,,,
259,06/15/2023 06:40:00,14.079,,,
260,06/15/2023 06:50:00,14.079,,,
261,06/15/2023 07:00:00,14.058,,,
262,06/15/2023 07:10:00,14.047,,,
263,06/15/2023 07:20:00,14.058,,,
264,06/15/2023 07:30:00,14.004,,,
265,06/15/2023 07:40:00,13.972,,,
266,06/15/2023 07:50:00,13.940,,,
267,06/15/2023 08:00:00,13.961,,,
268,06/15/2023 08:10:00,14.026,,,
269,06/15/2023 08:20:00,14.047,,,
270,06/15/2023 08:30:00,14.090,,,
271,06/15/2023 08:40:00,14.144,,,
272,06/15/2023 08:50:00,14.165,,,
273,06/15/2023 09:00:00,14.197,,,
274,06/15/2023 09:10:00,14.219,,,
275,06/15/2023 09:20:00,14.240,,,
276,06/15/2023 09:30:00,14.251,,,
277,06/15/2023 09:40:00,14.294,,,
278,06/15/2023 09:50:00,14.337,,,
279,06/15/2023 10:00:00,14.347,,,
280,06/15/2023 10:10:00,14.358,,,
281,06/15/2023 10:20:00,14.144,,,
282,06/15/2023 10:30:00,14.262,,,
283,06/15/2023 10:40:00,14.433,,,
284,06/15/2023 10:50:00,14.562,,,
285,06/15/2023 11:00:00,14.573,,,
286,06/15/2023 11:10:00,14.648,,,
287,06/15/2023 11:20:00,14.776,,,
288,06/15/2023 11:30:00,14.830,,,
289,06/15/2023 11:40:00,14.862,,,
290,06/15/2023 11:50:00,14.862,,,
291,06/15/2023 12:00:00,14.948,,,
292,06/15/2023 12:10:00,14.927,,,
293,06/15/2023 12:20:00,14.937,,,
294,06/15/2023 12:30:00,14.937,,,
295,06/15/2023 12:40:00,14.819,,,
296,06/15/2023 12:50:00,14.830,,,
297,06/15/2023 13:00:00,14.809,,,
298,06/15/2023 13:10:00,14.873,,,
299,06/15/2023 13:20:00,14.862,,,
300,06/15/2023 13:30:00,14.894,,,
301,06/15/2023 13:40:00,14.905,,,
302,06/15/2023 13:50:00,14.937,,,
303,06/15/2023 14:00:00,14.959,,,
304,06/15/2023 14:10:00,14.948,,,
305,06/15/2023 14:20:00,14.959,,,
306,06/15/2023 14:30:00,14.980,,,
307,06/15/2023 14:40:00,14.969,,,
308,06/15/2023 14:50:00,14.787,,,
309,06/15/2023 15:00:00,14.905,,,
310,06/15/2023 15:10:00,14.969,,,
311,06/15/2023 15:20:00,15.034,,,
312,06/15/2023 15:30:00,15.034,,,
313,06/15/2023 15:40:00,14.980,,,
314,06/15/2023 15:50:00,15.055,,,
315,06/15/2023 16:00:00,15.002,,,
316,06/15/2023 16:10:00,14.776,,,
317,06/15/2023 16:20:00,14.562,,,
318,06/15/2023 16:30:00,14.380,,,
319,06/15/2023 16:40:00,14.197,,,
320,06/15/2023 16:50:00,14.069,,,
321,06/15/2023 17:00:00,13.983,,,
322,06/15/2023 17:10:00,13.897,,,
323,06/15/2023 17:20:00,13.811,,,
324,06/15/2023 17:30:00,13.650,,,
325,06/15/2023 17:40:00,13.607,,,
326,06/15/2023 17:50:00,13.543,,,
327,06/15/2023 18:00:00,13.436,,,
328,06/15/2023 18:10:00,13.393,,,
329,06/15/2023 18:20:00,13.371,,,
330,06/15/2023 18:30:00,13.339,,,
331,06/15/2023 18:40:00,13.275,,,
332,06/15/2023 18:50:00,13.200,,,
333,06/15/2023 19:00:00,13.189,,,
334,06/15/2023 19:10:00,13.178,,,
335,06/15/2023 19:20:00,13.114,,,
336,06/15/2023 19:30:00,13.135,,,
337,06/15/2023 19:40:00,13.329,,,
338,06/15/2023 19:50:00,13.436,,,
339,06/15/2023 20:00:00,13.457,,,
340,06/15/2023 20:10:00,13.457,,,
341,06/15/2023 20:20:00,13.479,,,
342,06/15/2023 20:30:00,13.704,,,
343,06/15/2023 20:40:00,13.650,,,
344,06/15/2023 20:50:00,14.347,,,
345,06/15/2023 21:00:00,14.326,,,
346,06/15/2023 21:10:00,14.337,,,
347,06/15/2023 21:20:00,14.401,,,
348,06/15/2023 21:30:00,14.412,,,
349,06/15/2023 21:40:00,14.433,,,
350,06/15/2023 21:50:00,14.519,,,
351,06/15/2023 22:00:00,14.444,,,
352,06/15/2023 22:10:00,14.369,,,
353,06/15/2023 22:20:00,14.444,,,
354,06/15/2023 22:30:00,14.380,,,
355,06/15/2023 22:40:00,14.412,,,
356,06/15/2023 22:50:00,14.455,,,
357,06/15/2023 23:00:00,14.476,,,
358,06/15/2023 23:10:00,14.476,,,
359,06/15/2023 23:20:00,14.530,,,
360,06/15/2023 23:30:00,14.551,,,
361,06/15/2023 23:40:00,14.551,,,
362,06/15/2023 23:50:00,14.540,,,
363,06/16/2023 00:00:00,14.508,,,
364,06/16/2023 00:10:00,14.487,,,
365,06/16/2023 00:20:00,14.422,,,
366,06/16/2023 00:30:00,14.358,,,
367,06/16/2023 00:40:00,14.337,,,
368,06/16/2023 00:50:00,14.283,,,
369,06/16/2023 01:00:00,14.219,,,
370,06/16/2023 01:10:00,14.165,,,
371,06/16/2023 01:20:00,14.144,,,
372,06/16/2023 01:30:00,14.165,,,
373,06/16/2023 01:40:00,14.144,,,
374,06/16/2023 01:50:00,14.272,,,
375,06/16/2023 02:00:00,14.358,,,
376,06/16/2023 02:10:00,14.294,,,
377,06/16/2023 02:20:00,14.208,,,
378,06/16/2023 02:30:00,14.154,,,
379,06/16/2023 02:40:00,14.272,,,
380,06/16/2023 02:50:00,14.283,,,
381,06/16/2023 03:00:00,14.326,,,
382,06/16/2023 03:10:00,14.337,,,
383,06/16/2023 03:20:00,14.294,,,
384,06/16/2023 03:30:00,14.326,,,
385,06/16/2023 03:40:00,14.337,,,
386,06/16/2023 03:50:00,14.272,,,
387,06/16/2023 04:00:00,14.305,,,
388,06/16/2023 04:10:00,14.294,,,
389,06/16/2023 04:20:00,14.315,,,
390,06/16/2023 04:30:00,14.305,,,
391,06/16/2023 04:40:00,14.272,,,
392,06/16/2023 04:50:00,14.133,,,
393,06/16/2023 05:00:00,14.058,,,
394,06/16/2023 05:10:00,14.058,,,
395,06/16/2023 05:20:00,14.197,,,
396,06/16/2023 05:30:00,14.358,,,
397,06/16/2023 05:40:00,14.422,,,
398,06/16/2023 05:50:00,14.401,,,
399,06/16/2023 06:00:00,14.390,,,
400,06/16/2023 06:10:00,14.412,,,
401,06/16/2023 06:20:00,14.380,,,
402,06/16/2023 06:30:00,14.412,,,
403,06/16/2023 06:40:00,14.369,,,
404,06/16/2023 06:50:00,14.380,,,
405,06/16/2023 07:00:00,14.412,,,
406,06/16/2023 07:10:00,14.412,,,
407,06/16/2023 07:20:00,14.390,,,
408,06/16/2023 07:30:00,14.369,,,
409,06/16/2023 07:40:00,14.347,,,
410,06/16/2023 07:50:00,14.326,,,
411,06/16/2023 08:00:00,14.305,,,
412,06/16/2023 08:10:00,14.326,,,
413,06/16/2023 08:20:00,14.283,,,
414,06/16/2023 08:30:00,14.305,,,
415,06/16/2023 08:40:00,14.294,,,
416,06/16/2023 08:50:00,14.326,,,
417,06/16/2023 09:00:00,14.347,,,
418,06/16/2023 09:10:00,14.380,,,
419,06/16/2023 09:20:00,14.390,,,
420,06/16/2023 09:30:00,14.422,,,
421,06/16/2023 09:40:00,14.455,,,
422,06/16/2023 09:50:00,14.476,,,
423,06/16/2023 10:00:00,14.508,,,
424,06/16/2023 10:10:00,14.508,,,
425,06/16/2023 10:20:00,14.605,,,
426,06/16/2023 10:30:00,14.562,,,
427,06/16/2023 10:40:00,14.508,,,
428,06/16/2023 10:50:00,14.487,,,
429,06/16/2023 11:00:00,14.530,,,
430,06/16/2023 11:10:00,14.326,,,
431,06/16/2023 11:20:00,14.251,,,
432,06/16/2023 11:30:00,14.133,,,
433,06/16/2023 11:40:00,14.154,,,
434,06/16/2023 11:50:00,14.187,,,
435,06/16/2023 12:00:00,14.197,,,
436,06/16/2023 12:10:00,14.251,,,
437,06/16/2023 12:20:00,14.133,,,
438,06/16/2023 12:30:00,14.026,,,
439,06/16/2023 12:40:00,13.725,,,
440,06/16/2023 12:50:00,13.575,,,
441,06/16/2023 13:00:00,13.564,,,
442,06/16/2023 13:10:00,13.050,,,
443,06/16/2023 13:20:00,12.900,,,
444,06/16/2023 13:30:00,12.696,,,
445,06/16/2023 13:40:00,12.674,,,
446,06/16/2023 13:50:00,12.567,,,
447,06/16/2023 14:00:00,12.449,,,
448,06/16/2023 14:10:00,12.406,,,
449,06/16/2023 14:20:00,12.385,,,
450,06/16/2023 14:30:00,12.406,,,
451,06/16/2023 14:40:00,12.428,,,
452,06/16/2023 14:50:00,12.610,,,
453,06/16/2023 15:00:00,12.857,,,
454,06/16/2023 15:10:00,12.932,,,
455,06/16/2023 15:20:00,12.975,,,
456,06/16/2023 15:30:00,13.082,,,
457,06/16/2023 15:40:00,12.975,,,
458,06/16/2023 15:50:00,12.867,,,
459,06/16/2023 16:00:00,12.824,,,
460,06/16/2023 16:10:00,12.760,,,
461,06/16/2023 16:20:00,12.717,,,
462,06/16/2023 16:30:00,12.674,,,
463,06/16/2023 16:40:00,12.674,,,
464,06/16/2023 16:50:00,12.706,,,
465,06/16/2023 17:00:00,12.771,,,
466,06/16/2023 17:10:00,12.835,,,
467,06/16/2023 17:20:00,12.835,,,
468,06/16/2023 17:30:00,13.103,,,
469,06/16/2023 17:40:00,13.382,,,
470,06/16/2023 17:50:00,13.500,,,
471,06/16/2023 18:00:00,13.597,,,
472,06/16/2023 18:10:00,13.886,,,
473,06/16/2023 18:20:00,13.876,,,
474,06/16/2023 18:30:00,13.908,,,
475,06/16/2023 18:40:00,13.993,,,
476,06/16/2023 18:50:00,14.047,,,
477,06/16/2023 19:00:00,14.154,,,
478,06/16/2023 19:10:00,14.036,,,
479,06/16/2023 19:20:00,14.165,,,
480,06/16/2023 19:30:00,14.144,,,
481,06/16/2023 19:40:00,14.122,,,
482,06/16/2023 19:50:00,14.111,,,
483,06/16/2023 20:00:00,14.144,,,
484,06/16/2023 20:10:00,14.144,,,
485,06/16/2023 20:20:00,14.090,,,
486,06/16/2023 20:30:00,14.133,,,
487,06/16/2023 20:40:00,14.165,,,
488,06/16/2023 20:50:00,14.144,,,
489,06/16/2023 21:00:00,14.283,,,
490,06/16/2023 21:10:00,14.369,,,
491,06/16/2023 21:20:00,14.444,,,
492,06/16/2023 21:30:00,14.444,,,
493,06/16/2023 21:40:00,14.444,,,
494,06/16/2023 21:50:00,14.444,,,
495,06/16/2023 22:00:00,14.433,,,
496,06/16/2023 22:10:00,14.412,,,
497,06/16/2023 22:20:00,14.422,,,
498,06/16/2023 22:30:00,14.390,,,
499,06/16/2023 22:40:00,14.369,,,
500,06/16/2023 22:50:00,14.390,,,
501,06/16/2023 23:00:00,14.380,,,
502,06/16/2023 23:10:00,14.347,,,
503,06/16/2023 23:20:00,14.358,,,
504,06/16/2023 23:30:00,14.358,,,
505,06/16/2023 23:40:00,14.401,,,
506,06/16/2023 23:50:00,14.433,,,
507,06/17/2023 00:00:00,14.444,,,
508,06/17/2023 00:10:00,14.433,,,
509,06/17/2023 00:20:00,14.444,,,
510,06/17/2023 00:30:00,14.433,,,
511,06/17/2023 00:40:00,14.433,,,
512,06/17/2023 00:50:00,14.422,,,
513,06/17/2023 01:00:00,14.412,,,
514,06/17/2023 01:10:00,14.444,,,
515,06/17/2023 01:20:00,14.412,,,
516,06/17/2023 01:30:00,14.422,,,
517,06/17/2023 01:40:00,14.433,,,
518,06/17/2023 01:50:00,14.422,,,
519,06/17/2023 02:00:00,14.422,,,
520,06/17/2023 02:10:00,14.412,,,
521,06/17/2023 02:20:00,14.412,,,
522,06/17/2023 02:30:00,14.444,,,
523,06/17/2023 02:40:00,14.422,,,
524,06/17/2023 02:50:00,14.444,,,
525,06/17/2023 03:00:00,14.433,,,
526,06/17/2023 03:10:00,14.455,,,
527,06/17/2023 03:20:00,14.412,,,
528,06/17/2023 03:30:00,14.412,,,
529,06/17/2023 03:40:00,14.412,,,
530,06/17/2023 03:50:00,14.412,,,
531,06/17/2023 04:00:00,14.390,,,
532,06/17/2023 04:10:00,14.390,,,
533,06/17/2023 04:20:00,14.380,,,
534,06/17/2023 04:30:00,14.380,,,
535,06/17/2023 04:40:00,14.358,,,
536,06/17/2023 04:50:00,14.358,,,
537,06/17/2023 05:00:00,14.347,,,
538,06/17/2023 05:10:00,14.358,,,
539,06/17/2023 05:20:00,14.347,,,
540,06/17/2023 05:30:00,14.337,,,
541,06/17/2023 05:40:00,14.305,,,
542,06/17/2023 05:50:00,14.337,,,
543,06/17/2023 06:00:00,14.305,,,
544,06/17/2023 06:10:00,14.283,,,
545,06/17/2023 06:20:00,14.294,,,
546,06/17/2023 06:30:00,14.283,,,
547,06/17/2023 06:40:00,14.262,,,
548,06/17/2023 06:50:00,14.251,,,
549,06/17/2023 07:00:00,14.262,,,
550,06/17/2023 07:10:00,14.240,,,
551,06/17/2023 07:20:00,14.272,,,
552,06/17/2023 07:30:00,14.251,,,
553,06/17/2023 07:40:00,14.240,,,
554,06/17/2023 07:50:00,14.240,,,
555,06/17/2023 08:00:00,14.251,,,
556,06/17/2023 08:10:00,14.283,,,
557,06/17/2023 08:20:00,14.262,,,
558,06/17/2023 08:30:00,14.262,,,
559,06/17/2023 08:40:00,14.262,,,
560,06/17/2023 08:50:00,14.305,,,
561,06/17/2023 09:00:00,14.337,,,
562,06/17/2023 09:10:00,14.347,,,
563,06/17/2023 09:20:00,14.401,,,
564,06/17/2023 09:30:00,14.422,,,
565,06/17/2023 09:40:00,14.422,,,
566,06/17/2023 09:50:00,14.487,,,
567,06/17/2023 09:59:58,,,Out,
568,06/17/2023 10:00:00,14.498,,,
569,06/17/2023 10:03:43,,,In,
570,06/17/2023 10:10:00,14.648,,,
571,06/17/2023 10:20:00,14.648,,,
572,06/17/2023 10:30:00,14.540,,,
573,06/17/2023 10:40:00,14.433,,,
574,06/17/2023 10:40:58,,,Out,
575,06/17/2023 10:41:28,,,In,
576,06/17/2023 10:42:13,,,Out,
577,06/17/2023 10:43:13,,,In,
578,06/17/2023 10:45:43,,,Out,
579,06/17/2023 10:47:36,,Logged,,Logged
